task_name,agent,runs,success_rate,trace_coverage,mean_tool_call_count,mean_first_edit_step,mean_pre_edit_tool_calls,mean_category_switch_rate,mean_repeated_tool_command_rate,mean_failure_rate,mean_post_failure_intent_entropy,mean_command_intent_entropy,mean_intent_switch_rate
extract-moves-from-video,claude-code-enhanced,5,0.2,0.0,0.0,,,,,,,,
extract-moves-from-video,codex,40,0.0,0.45,5.375,,,0.1089,0.0687,0.3138,1.3205,1.3901,0.5177
extract-moves-from-video,deepagent-harbor,5,0.0,1.0,0.0,,,,,,,,
extract-moves-from-video,final,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,forge,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,gemini-cli,20,0.0,0.5,4.25,44.0,43.0,0.1644,0.0813,0.7038,0.9088,1.3538,0.5811
extract-moves-from-video,goose,15,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,judy,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,letta-code,15,0.1333,0.0,0.0,,,,,,,,
extract-moves-from-video,mini-swe-agent,75,0.0,1.0,29.4667,,,0.0,0.0908,0.169,1.5416,1.4218,0.5046
extract-moves-from-video,mux,12,0.1667,0.0,0.0,,,,,,,,
extract-moves-from-video,opencode,1,1.0,0.0,0.0,,,,,,,,
extract-moves-from-video,openhands,70,0.0286,1.0,65.5857,41.5769,33.3846,0.1669,0.5295,0.0928,2.1805,2.1832,0.3558
extract-moves-from-video,ruley,10,0.1,0.0,0.0,,,,,,,,
extract-moves-from-video,sage,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,simple_codex,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,spoox-m,5,0.0,0.0,0.0,,,,,,,,
extract-moves-from-video,terminus-2,193,0.0,0.9067,58.456,,,0.04,0.2702,0.1591,1.9582,1.9964,0.593
extract-moves-from-video,terminus-3-3,10,0.2,0.7,109.2,,,0.0954,0.4321,0.0244,1.2655,1.2823,0.2964
feal-differential-cryptanalysis,Factory Droid,25,0.92,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,Junie,5,0.8,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,TerminalBenchAgent,5,0.2,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,ante,5,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,aone-agent,5,0.2,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,claude-code,35,0.2,0.8571,29.1429,11.2759,3.1724,0.7043,0.4815,0.0447,1.5519,1.7497,0.7191
feal-differential-cryptanalysis,claude-code-enhanced,5,0.8,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,codex,40,0.25,0.375,1.7,,,0.0,0.0,0.1179,1.3727,1.8475,0.8756
feal-differential-cryptanalysis,deepagent-harbor,5,1.0,1.0,15.8,13.2,11.0,0.3419,0.01,0.0105,1.2955,1.6104,0.5682
feal-differential-cryptanalysis,final,2,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,forge,5,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,gemini-cli,20,0.5,0.5,1.85,1.5714,0.5714,0.9382,0.0978,0.1133,1.0986,0.6275,0.9382
feal-differential-cryptanalysis,goose,15,0.3333,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,judy,5,1.0,0.2,5.0,7.0,5.0,0.625,0.64,0.0,,1.7188,0.5833
feal-differential-cryptanalysis,letta-code,15,0.8,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,mini-swe-agent,75,0.12,1.0,20.2667,,,0.0,0.1155,0.0439,1.3537,1.4331,0.6972
feal-differential-cryptanalysis,mux,12,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,opencode,1,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,openhands,70,0.1286,1.0,67.0714,6.7619,1.619,0.3171,0.7355,0.0387,1.4204,1.5145,0.3504
feal-differential-cryptanalysis,ruley,10,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,sage,5,1.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,simple_codex,5,0.4,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,spoox-m,5,0.0,0.0,0.0,,,,,,,,
feal-differential-cryptanalysis,terminus-2,195,0.2,0.9128,34.2256,,,0.1068,0.2728,0.0577,1.3569,1.7107,0.7004
feal-differential-cryptanalysis,terminus-3-3,10,1.0,0.8,15.9,,,0.2778,0.2039,0.021,1.6444,2.0125,0.6751
feal-linear-cryptanalysis,Factory Droid,25,0.52,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,Junie,5,1.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,ante,5,1.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,aone-agent,5,0.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,claude-code,35,0.0286,0.8571,19.0,13.7241,5.931,0.4352,0.2664,0.0488,1.1863,1.9122,0.5026
feal-linear-cryptanalysis,claude-code-enhanced,4,0.5,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,codex,40,0.725,0.4,5.425,,,0.0334,0.0273,0.0816,1.5632,1.9947,0.6109
feal-linear-cryptanalysis,deepagent-harbor,5,1.0,1.0,18.8,9.5,10.0,0.3964,0.1378,0.0667,2.132,2.2135,0.6482
feal-linear-cryptanalysis,final,2,1.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,forge,5,0.6,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,gemini-cli,20,0.35,0.5,8.85,4.2,2.6,0.5111,0.2898,0.2867,1.2054,1.1461,0.5822
feal-linear-cryptanalysis,goose,15,0.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,judy,5,0.8,0.2,6.6,6.0,7.0,0.3438,0.6667,0.0,,1.4708,0.3125
feal-linear-cryptanalysis,letta-code,15,0.6667,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,mini-swe-agent,75,0.1467,0.9867,21.76,,,0.0,0.0351,0.1117,1.3357,1.4414,0.6319
feal-linear-cryptanalysis,mux,12,0.9167,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,opencode,1,0.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,openhands,70,0.1286,1.0,71.6571,6.5075,1.2239,0.2294,0.7077,0.0451,1.8771,1.9638,0.3087
feal-linear-cryptanalysis,ruley,10,0.9,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,sage,5,1.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,simple_codex,5,1.0,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,spoox-m,5,0.4,0.0,0.0,,,,,,,,
feal-linear-cryptanalysis,terminus-2,191,0.1832,0.9372,57.8586,,,0.0375,0.2481,0.0755,1.7151,1.8234,0.5587
feal-linear-cryptanalysis,terminus-3-3,10,1.0,0.9,32.2,,,0.1277,0.1338,0.0223,2.3012,2.1458,0.5954
filter-js-from-html,Factory Droid,25,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,Junie,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,ante,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,aone-agent,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,claude-code,35,0.0,0.8571,5.0286,6.2,0.4333,0.7469,0.0858,0.0093,1.0,0.6692,0.7059
filter-js-from-html,claude-code-enhanced,5,0.2,0.0,0.0,,,,,,,,
filter-js-from-html,codex,40,0.0,0.375,0.95,,,0.2857,0.0317,0.0,,0.5219,0.87
filter-js-from-html,deepagent-harbor,5,0.0,1.0,21.4,2.0,0.0,0.7318,0.1511,0.0284,1.7656,1.6197,0.7583
filter-js-from-html,final,2,1.0,0.0,0.0,,,,,,,,
filter-js-from-html,forge,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,gemini-cli,20,0.0,0.5,9.4,1.0,0.0,0.7964,0.3651,0.2233,1.2952,1.1325,0.8431
filter-js-from-html,goose,15,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,judy,5,0.0,0.2,12.6,7.0,9.0,0.6774,0.6825,0.0317,1.505,1.4822,0.6452
filter-js-from-html,letta-code,15,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,mini-swe-agent,75,0.0,1.0,10.4267,,,0.0,0.0591,0.0756,1.4785,1.5915,0.8232
filter-js-from-html,mux,12,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,opencode,1,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,openhands,70,0.0,0.9714,55.4286,7.9254,2.0896,0.3278,0.6359,0.0288,1.3772,1.4736,0.3385
filter-js-from-html,ruley,10,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,sage,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,simple_codex,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,spoox-m,5,0.0,0.0,0.0,,,,,,,,
filter-js-from-html,terminus-2,195,0.0,0.9231,18.3026,,,0.1707,0.2524,0.05,1.7588,1.9249,0.7705
filter-js-from-html,terminus-3-3,10,0.0,0.9,27.5,,,0.1495,0.1697,0.0147,2.4106,2.09,0.6532
financial-document-processor,Factory Droid,25,0.8,0.0,0.0,,,,,,,,
financial-document-processor,Junie,5,0.0,0.0,0.0,,,,,,,,
financial-document-processor,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
financial-document-processor,ante,5,0.2,0.0,0.0,,,,,,,,
financial-document-processor,aone-agent,5,0.0,0.0,0.0,,,,,,,,
financial-document-processor,claude-code,35,0.1714,0.8571,25.3429,43.8636,23.5455,0.3575,0.1526,0.0447,2.1867,1.755,0.4566
financial-document-processor,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
financial-document-processor,codex,40,0.45,0.425,6.1,,,0.0393,0.0607,0.1885,1.3268,1.51,0.6272
financial-document-processor,deepagent-harbor,5,0.6,1.0,35.6,26.0,35.5,0.2835,0.1373,0.0888,1.6979,1.7367,0.3287
financial-document-processor,final,5,0.0,0.0,0.0,,,,,,,,
financial-document-processor,forge,5,0.8,0.0,0.0,,,,,,,,
financial-document-processor,gemini-cli,20,0.4,0.5,14.85,35.8889,26.6667,0.9073,0.4252,0.3935,1.3775,1.3937,0.8838
financial-document-processor,goose,15,0.1333,0.0,0.0,,,,,,,,
financial-document-processor,ii-agent-simple,5,0.2,0.0,0.0,,,,,,,,
financial-document-processor,judy,5,0.4,0.2,2.8,,,0.1538,0.4286,0.2857,1.0,1.2958,0.1538
financial-document-processor,letta-code,15,0.4,0.0,0.0,,,,,,,,
financial-document-processor,mini-swe-agent,75,0.0133,1.0,20.2933,,,0.0,0.0703,0.1267,1.6504,1.53,0.6032
financial-document-processor,mux,12,1.0,0.0,0.0,,,,,,,,
financial-document-processor,opencode,1,0.0,0.0,0.0,,,,,,,,
financial-document-processor,openhands,69,0.058,0.9855,71.5072,18.5094,10.7547,0.206,0.5978,0.0804,2.1932,2.2925,0.3554
financial-document-processor,ruley,10,0.7,0.0,0.0,,,,,,,,
financial-document-processor,sage,5,0.0,0.0,0.0,,,,,,,,
financial-document-processor,simple_codex,5,1.0,0.0,0.0,,,,,,,,
financial-document-processor,spoox-m,5,0.0,0.0,0.0,,,,,,,,
financial-document-processor,terminus-2,195,0.1846,0.9231,39.8974,,,0.0566,0.2114,0.0768,2.0471,2.1455,0.6016
financial-document-processor,terminus-3-3,10,0.8,0.8,26.7,,,0.1051,0.1741,0.0395,2.1879,2.2252,0.5475
fix-code-vulnerability,Factory Droid,25,0.96,0.0,0.0,,,,,,,,
fix-code-vulnerability,Junie,5,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,ante,5,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,aone-agent,5,0.2,0.0,0.0,,,,,,,,
fix-code-vulnerability,claude-code,35,0.8,0.8571,39.8286,58.3333,33.9667,0.5168,0.5157,0.013,1.9959,1.9349,0.5447
fix-code-vulnerability,claude-code-enhanced,4,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,codex,40,0.85,0.4,11.2,,,0.0262,0.0687,0.1252,2.0341,2.1452,0.6573
fix-code-vulnerability,deepagent-harbor,5,1.0,1.0,40.4,29.4,27.4,0.1886,0.6996,0.034,0.9538,0.8581,0.1886
fix-code-vulnerability,final,1,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,forge,5,0.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,gemini-cli,20,0.7,0.5,7.55,3.8,2.8,0.65,0.6911,0.0121,0.9183,1.5417,0.6447
fix-code-vulnerability,goose,15,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,judy,5,1.0,0.4,15.4,8.5,12.0,0.2845,0.7972,0.0691,1.2005,1.0767,0.257
fix-code-vulnerability,letta-code,15,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,mini-swe-agent,75,0.3867,1.0,25.7467,,,0.0,0.1236,0.0809,1.614,1.7933,0.6898
fix-code-vulnerability,mux,12,0.9167,0.0,0.0,,,,,,,,
fix-code-vulnerability,opencode,1,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,openhands,70,0.4143,1.0,83.4,9.3594,4.1875,0.2662,0.6501,0.0586,1.8426,1.9327,0.3301
fix-code-vulnerability,ruley,10,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,sage,5,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,simple_codex,5,1.0,0.0,0.0,,,,,,,,
fix-code-vulnerability,spoox-m,5,0.8,0.0,0.0,,,,,,,,
fix-code-vulnerability,terminus-2,194,0.433,0.9227,42.9794,,,0.0488,0.1996,0.0694,2.075,2.2247,0.6804
fix-code-vulnerability,terminus-3-3,10,1.0,0.5,13.4,,,0.1142,0.1597,0.0129,2.3856,2.5391,0.7083
fix-git,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
fix-git,Junie,5,1.0,0.0,0.0,,,,,,,,
fix-git,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
fix-git,ante,5,1.0,0.0,0.0,,,,,,,,
fix-git,aone-agent,5,1.0,0.0,0.0,,,,,,,,
fix-git,claude-code,35,0.8,0.8571,7.8286,18.1304,7.087,0.3489,0.0395,0.078,1.4812,0.7977,0.3397
fix-git,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
fix-git,codex,40,0.85,0.375,3.5,,,0.2036,0.0724,0.0665,1.179,1.0806,0.4712
fix-git,deepagent-harbor,5,1.0,1.0,18.6,9.6,8.0,0.2967,0.2011,0.0809,1.2044,0.976,0.2967
fix-git,final,2,1.0,0.0,0.0,,,,,,,,
fix-git,forge,5,1.0,0.0,0.0,,,,,,,,
fix-git,gemini-cli,20,0.9,0.5,6.55,5.9,4.9,0.4179,0.1378,0.6047,1.1752,1.1873,0.4456
fix-git,goose,15,1.0,0.0,0.0,,,,,,,,
fix-git,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
fix-git,judy,5,1.0,0.6,22.0,8.3333,14.3333,0.217,0.8533,0.0,,0.7385,0.1887
fix-git,letta-code,15,1.0,0.0,0.0,,,,,,,,
fix-git,mini-swe-agent,75,0.8,1.0,9.4267,,,0.0,0.0494,0.0567,1.3507,1.1904,0.3962
fix-git,mux,12,1.0,0.0,0.0,,,,,,,,
fix-git,opencode,1,1.0,0.0,0.0,,,,,,,,
fix-git,openhands,69,0.8841,0.971,33.1594,19.0926,13.6111,0.1777,0.5076,0.0345,1.2487,1.3154,0.226
fix-git,ruley,10,1.0,0.0,0.0,,,,,,,,
fix-git,sage,5,1.0,0.0,0.0,,,,,,,,
fix-git,simple_codex,5,1.0,0.0,0.0,,,,,,,,
fix-git,spoox-m,5,0.8,0.0,0.0,,,,,,,,
fix-git,terminus-2,197,0.8376,0.9239,29.5431,,,0.0678,0.2884,0.0491,1.2826,0.961,0.2299
fix-git,terminus-3-3,10,1.0,0.9,29.7,,,0.073,0.305,0.0083,1.9455,1.1614,0.2785
fix-ocaml-gc,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,Junie,5,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,TerminalBenchAgent,5,0.8,0.0,0.0,,,,,,,,
fix-ocaml-gc,ante,5,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,aone-agent,5,0.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,claude-code,35,0.7714,0.8286,47.8571,50.2759,27.4138,0.5125,0.4044,0.0467,2.1095,2.2437,0.6
fix-ocaml-gc,claude-code-enhanced,4,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,codex,40,0.65,0.375,14.4,,,0.0239,0.0388,0.0938,2.0336,2.1026,0.6608
fix-ocaml-gc,deepagent-harbor,5,1.0,1.0,39.0,23.4,21.8,0.2807,0.5111,0.0842,1.6249,1.4523,0.3336
fix-ocaml-gc,final,2,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,forge,5,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,gemini-cli,20,0.55,0.3,11.6,8.5,7.5,0.5997,0.6183,0.0311,1.8489,1.766,0.6615
fix-ocaml-gc,goose,15,0.8,0.0,0.0,,,,,,,,
fix-ocaml-gc,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
fix-ocaml-gc,judy,5,1.0,0.4,21.0,11.5,16.5,0.3781,0.7903,0.1051,0.9718,1.0751,0.3492
fix-ocaml-gc,letta-code,15,0.9333,0.0,0.0,,,,,,,,
fix-ocaml-gc,mini-swe-agent,75,0.2133,0.96,55.48,,,0.0,0.1061,0.1655,1.7328,1.8756,0.6413
fix-ocaml-gc,mux,12,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,opencode,1,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,openhands,70,0.3571,0.9571,149.3,17.3385,10.7385,0.2397,0.7025,0.0402,2.0691,2.2198,0.3395
fix-ocaml-gc,ruley,10,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,sage,5,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,simple_codex,5,1.0,0.0,0.0,,,,,,,,
fix-ocaml-gc,spoox-m,5,0.2,0.0,0.0,,,,,,,,
fix-ocaml-gc,terminus-2,188,0.3351,0.8883,112.7766,,,0.0155,0.3838,0.078,2.1265,2.2082,0.5796
fix-ocaml-gc,terminus-3-3,10,1.0,0.8,57.7,,,0.0235,0.5898,0.0155,1.6521,1.8349,0.3677
gcode-to-text,Factory Droid,25,0.28,0.0,0.0,,,,,,,,
gcode-to-text,Junie,5,0.0,0.0,0.0,,,,,,,,
gcode-to-text,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
gcode-to-text,ante,5,0.2,0.0,0.0,,,,,,,,
gcode-to-text,aone-agent,5,0.0,0.0,0.0,,,,,,,,
gcode-to-text,claude-code,35,0.0286,0.8571,18.1714,44.8148,21.1852,0.3396,0.2771,0.0129,1.3857,1.239,0.3583
gcode-to-text,claude-code-enhanced,5,0.2,0.0,0.0,,,,,,,,
gcode-to-text,codex,40,0.125,0.5,8.625,,,0.05,0.0167,0.1554,1.2464,1.5148,0.616
gcode-to-text,deepagent-harbor,5,0.2,0.6,22.8,36.6667,35.6667,0.4066,0.1184,0.1048,1.5828,1.7491,0.5826
gcode-to-text,final,2,1.0,0.0,0.0,,,,,,,,
gcode-to-text,forge,5,1.0,0.0,0.0,,,,,,,,
gcode-to-text,gemini-cli,20,0.0,0.5,3.7,3.4,2.4,0.7929,0.1183,0.0438,2.4416,1.2088,0.7929
gcode-to-text,goose,15,0.0,0.0,0.0,,,,,,,,
gcode-to-text,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
gcode-to-text,judy,5,0.4,0.0,0.0,,,,,,,,
gcode-to-text,letta-code,15,0.0,0.0,0.0,,,,,,,,
gcode-to-text,mini-swe-agent,75,0.0,1.0,10.96,,,0.0,0.0552,0.0187,1.0613,1.5104,0.6298
gcode-to-text,mux,12,0.25,0.0,0.0,,,,,,,,
gcode-to-text,opencode,1,0.0,0.0,0.0,,,,,,,,
gcode-to-text,openhands,70,0.0143,0.9857,29.8286,6.1818,0.9636,0.2277,0.5688,0.0192,1.6317,1.8441,0.3336
gcode-to-text,ruley,10,0.0,0.0,0.0,,,,,,,,
gcode-to-text,sage,5,0.2,0.0,0.0,,,,,,,,
gcode-to-text,simple_codex,5,0.6,0.0,0.0,,,,,,,,
gcode-to-text,spoox-m,5,0.0,0.0,0.0,,,,,,,,
gcode-to-text,terminus-2,194,0.0052,0.9175,21.3093,,,0.1338,0.1201,0.0662,1.7776,2.0135,0.6785
gcode-to-text,terminus-3-3,10,0.7,0.8,29.4,,,0.2911,0.2238,0.0297,2.5223,2.5674,0.8456
git-leak-recovery,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,Junie,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,ante,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,aone-agent,5,0.8,0.0,0.0,,,,,,,,
git-leak-recovery,claude-code,35,0.9714,0.8571,14.9714,14.6786,5.9643,0.3527,0.1659,0.0449,1.4661,1.5352,0.519
git-leak-recovery,claude-code-enhanced,3,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,codex,40,0.85,0.5,6.0,,,0.3359,0.1593,0.0748,0.7529,0.9872,0.4862
git-leak-recovery,deepagent-harbor,5,1.0,0.4,5.2,6.5,4.5,0.3333,0.2308,0.1923,1.3059,1.3459,0.4583
git-leak-recovery,final,2,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,forge,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,gemini-cli,20,0.95,0.45,5.9,7.0,6.0,0.2034,0.1251,0.725,1.1101,1.0568,0.4238
git-leak-recovery,goose,15,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,judy,5,1.0,0.4,18.6,6.0,6.5,0.1543,0.8922,0.0714,0.3651,0.5531,0.1323
git-leak-recovery,letta-code,15,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,mini-swe-agent,75,0.5733,1.0,8.2533,,,0.0,0.0332,0.051,0.9353,0.8717,0.3479
git-leak-recovery,mux,12,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,opencode,1,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,openhands,70,0.9286,1.0,39.6714,10.1176,4.8235,0.1511,0.5382,0.0179,1.4586,1.5702,0.2671
git-leak-recovery,ruley,10,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,sage,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,simple_codex,5,0.8,0.0,0.0,,,,,,,,
git-leak-recovery,spoox-m,5,1.0,0.0,0.0,,,,,,,,
git-leak-recovery,terminus-2,195,0.8051,0.9231,23.3231,,,0.0907,0.2074,0.0282,1.5525,1.3809,0.4046
git-leak-recovery,terminus-3-3,10,1.0,1.0,24.8,,,0.1208,0.1463,0.0125,0.7783,1.6602,0.4325
git-multibranch,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
git-multibranch,Junie,5,0.6,0.0,0.0,,,,,,,,
git-multibranch,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
git-multibranch,ante,5,0.8,0.0,0.0,,,,,,,,
git-multibranch,aone-agent,5,0.6,0.0,0.0,,,,,,,,
git-multibranch,claude-code,35,0.8,0.8571,31.3429,16.1034,7.6552,0.606,0.2591,0.0555,1.8327,2.0359,0.7579
git-multibranch,claude-code-enhanced,4,1.0,0.0,0.0,,,,,,,,
git-multibranch,codex,40,0.75,0.425,5.875,,,0.3445,0.1562,0.0679,1.1703,0.9386,0.4691
git-multibranch,deepagent-harbor,5,1.0,1.0,45.8,12.6,11.0,0.509,0.1007,0.0824,1.8798,1.9331,0.6179
git-multibranch,final,2,1.0,0.0,0.0,,,,,,,,
git-multibranch,forge,5,0.8,0.0,0.0,,,,,,,,
git-multibranch,gemini-cli,20,0.55,0.5,9.0,6.8889,5.8889,0.2719,0.0739,0.5837,1.2386,1.2324,0.4834
git-multibranch,goose,15,0.8667,0.0,0.0,,,,,,,,
git-multibranch,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
git-multibranch,judy,5,0.6,0.2,12.4,8.0,19.0,0.3115,0.8387,0.0968,0.8044,0.824,0.2951
git-multibranch,letta-code,15,1.0,0.0,0.0,,,,,,,,
git-multibranch,mini-swe-agent,75,0.52,1.0,16.3867,,,0.0,0.0302,0.1553,1.4319,1.4451,0.4973
git-multibranch,mux,12,0.9167,0.0,0.0,,,,,,,,
git-multibranch,opencode,1,1.0,0.0,0.0,,,,,,,,
git-multibranch,openhands,70,0.4429,1.0,81.0714,30.9434,22.434,0.2046,0.5622,0.0325,1.8808,1.9277,0.3263
git-multibranch,ruley,10,1.0,0.0,0.0,,,,,,,,
git-multibranch,sage,5,1.0,0.0,0.0,,,,,,,,
git-multibranch,simple_codex,5,1.0,0.0,0.0,,,,,,,,
git-multibranch,spoox-m,5,0.6,0.0,0.0,,,,,,,,
git-multibranch,terminus-2,195,0.6923,0.9231,56.9538,,,0.0382,0.1596,0.0617,1.806,1.8359,0.5473
git-multibranch,terminus-3-3,10,1.0,0.7,21.4,,,0.0771,0.1111,0.0,,2.1658,0.7258
gpt2-codegolf,Factory Droid,24,0.0417,0.0,0.0,,,,,,,,
gpt2-codegolf,Junie,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,ante,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,aone-agent,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,claude-code,35,0.0,0.8571,20.6,16.1852,7.2222,0.5787,0.3154,0.023,1.8844,1.1063,0.6892
gpt2-codegolf,claude-code-enhanced,4,0.5,0.0,0.0,,,,,,,,
gpt2-codegolf,codex,40,0.0,0.475,0.875,,,0.3417,0.0874,0.0814,0.1563,0.5573,0.5806
gpt2-codegolf,deepagent-harbor,5,0.0,1.0,0.0,,,,,,,,
gpt2-codegolf,final,2,1.0,0.0,0.0,,,,,,,,
gpt2-codegolf,forge,5,0.8,0.0,0.0,,,,,,,,
gpt2-codegolf,gemini-cli,20,0.0,0.5,1.95,2.2,1.2,0.5093,0.2202,0.1726,1.4773,0.3696,0.5278
gpt2-codegolf,goose,15,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,judy,5,0.0,0.8,20.6,20.0,25.0,0.1268,0.8681,0.0525,0.3364,0.4572,0.1268
gpt2-codegolf,letta-code,15,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,mini-swe-agent,75,0.0,1.0,12.6133,,,0.0,0.0691,0.0915,1.6966,1.3007,0.7374
gpt2-codegolf,mux,12,0.0,0.0,0.0,,,,,,,,
